Index,AABA.AS,ACA.PA,AGN.AS,AIB.IR,ALV.DE,BAS.DE,BAY.DE,BBVA.MC,BNP.PA,CA.PA,ALU.PA,DBK.DE,DAI.DE,DTE.DE,ELE.MC,ENEL.MI,ENI.MI,FORA.AS,FTE.PA,G.MI,GLE.PA,INGA.AS,ISP.MI,LG.PA,MC.PA,MUV2.DE,OR.PA,PHIA.AS,REP.MC,RNO.PA,RWE.DE,SAN.MC,SAN.PA,SAP.DE,SGO.PA,SIE.DE,SZE.PA,TEF.MC,UC.MI,VIV.PA
2004-09-13,16.48,19.53,8.25,11.93,81.85,43.87,20.54,9.75,47.72,39.29,9.5,55.94,31.79,13.87,12.98,4.68,14.87,13.17,18.01,21.54,64.45,19.01,2.33,64.6,53.68,72.95,53.77,17.97,15.65,59.48,37.21,6.72,51.64,31.43,39.74,57.27,15.96,11.38,3.11,17.67
2004-09-20,16.27,19.27,7.81,12.04,77.97,43.02,20.46,9.58,47,36.54,9.06,55.42,30.43,14.1,12.75,4.66,15.34,12.78,17.85,21.54,63.21,18.16,2.31,62.82,51.5,69.12,50.81,17.36,15.97,57.61,36.15,6.54,51.15,30.64,38.26,56.3,15.69,11.15,3.1,18.09
2004-09-27,16.63,20.06,7.87,11.94,79.57,45.78,21.27,9.84,48.31,35.61,9.39,55.87,30.67,14.71,12.9,4.86,15.64,13.22,18.38,21.53,64.49,18.71,2.34,64.96,52.21,69.98,51.24,17.52,16.55,59.27,37.37,6.68,53.49,31.39,39.55,57.06,16.02,11.78,3.1,18.4
2004-10-04,16.71,20.04,7.96,12.2,81.3,45.21,21.29,10.24,48.4,34.15,9.8,56.84,30.57,14.4,12.92,4.79,15.66,13.46,18.65,22.08,64.76,19.38,2.39,65.49,53.87,70.24,49.91,17.67,16.39,58.22,37.89,6.94,51.96,31,39.59,57.87,16.5,11.98,3.12,18.65
2004-10-11,16.45,19.59,7.59,12.2,77.11,44.39,20.61,10.28,47.36,32.56,9.73,56.3,29.55,14.08,12.8,4.77,15.25,13.33,18.32,22.08,63.57,18.59,2.41,63.71,52.21,64.88,49.81,16.56,16.14,55.83,37.87,7.06,51.73,30.59,39.18,55.45,16.3,11.85,3.15,18.13
2004-10-18,16.52,20.25,7.47,12.25,76.57,46.16,21,10.45,47.72,32.51,10.69,54.84,29.43,14.06,12.89,5.05,15.28,13.35,18.65,22.23,64.67,18.08,2.47,63.98,50.88,64.91,50.48,16.98,16.15,55.83,38.11,7.16,50.97,32.04,40.19,55.6,16.3,12.19,3.2,18
2004-10-25,16.79,20.32,7.64,12.11,79.39,45.91,20.78,10.75,48.04,32.19,10.92,55.96,29.07,14.21,13.17,5.38,15.05,13.45,19.73,22.34,64.14,18.62,2.45,63.67,50.93,67.41,51,17.06,15.64,57.05,39.26,7.32,51.6,32.28,40,55.12,16.6,12.1,3.18,18.4
2004-11-01,16.9,20.63,8.15,12.31,85.04,47.04,21.73,11.01,48.76,32.56,11.12,58.85,29.72,14.47,13.56,5.45,15.61,13.71,19.71,22.49,64.8,18.62,2.49,64.38,52.87,69.77,52.67,17.51,15.81,56.61,40.34,7.33,53.35,32.78,41.39,57.25,16.59,12.5,3.25,18.95
2004-11-08,16.92,20.89,8.68,12.74,88.55,46.96,22.5,10.64,48.62,33.1,11.27,59.96,30.96,14.98,13.6,5.34,15.66,13.92,20.17,22.56,66.17,18.86,2.61,64.07,53.77,73.1,53.63,18.1,16.08,57.4,38.7,7.4,53.62,33.53,41.29,57.43,16.15,12.16,3.24,19.58
2004-11-15,16.8,19.31,8.52,12.78,87.98,47.77,22.51,10.82,47.81,33.66,11.55,59.56,30.45,15.13,13.67,5.39,15.52,13.59,20.24,22.41,64.4,18.53,2.64,62.91,53.39,73.46,52.91,18.12,16.42,55.01,37.95,7.66,52.09,32.66,40.72,57.39,16.18,12.13,3.12,19.34
2004-11-22,16.57,19.78,8.46,12.78,90.04,48.03,22.56,11,47.5,33.74,11.32,60.51,30.35,15.05,13.53,5.33,15.77,13.62,20.32,22.42,64.98,18.59,2.57,62.82,51.07,74.51,52.72,18.05,16.83,53.79,37.82,7.62,51.37,32.88,40.49,57.26,16.18,12.36,3.15,19.33
2004-11-29,16.64,19.89,8.8,13.4,91.49,48.65,22.82,10.92,47.81,34.02,11.46,61.74,30.66,15.45,13.53,5.35,15.3,13.63,21.36,22.89,65.33,19.04,2.6,62.73,50.74,77.97,52.05,18.51,16.78,53.05,38.46,7.55,51.06,32.75,40.7,58.98,16.47,12.72,3.18,19.63
2004-12-06,16.56,19.95,8.78,13.18,89.74,48.34,22.8,10.93,47.86,33.84,10.92,60.85,30.85,15.38,13.7,5.6,15.39,13.58,21.29,23.44,65.24,19.31,2.61,61.27,50.79,77.97,52.05,18.03,16.85,51.18,37.68,7.5,50.43,32.16,40.57,58.23,16.91,12.96,3.18,19.89
2004-12-13,17.24,19.68,8.97,13.22,90.48,47.86,23.35,11.1,47.36,33.3,10.7,60.75,31.03,15.52,13.78,5.7,15.28,13.47,21.07,23.38,64.58,19.65,2.67,61.89,50.93,78.5,52.01,17.77,17.17,52.31,37.46,7.48,51.06,31.43,40.39,57.95,17,12.72,3.15,19.92
2004-12-20,17.49,19.82,9.09,13.36,93.17,49.11,23.63,11.36,48.08,32.97,10.63,60.66,31.9,15.65,14.23,5.74,15.75,13.74,21.08,23.93,65.9,19.89,2.7,63.67,53.16,80.43,53.2,17.9,17.64,53.66,38.48,7.64,53.13,31.76,41.3,58.69,17.51,12.97,3.19,20.3
2004-12-27,17.45,19.64,8.93,13.53,92.93,49.76,23.34,11.4,47.99,32.86,10.91,61.34,31.65,15.75,14.31,5.75,15.57,13.73,21.41,23.97,65.68,19.98,2.7,63.18,53.44,79.51,53.29,17.94,17.64,53.53,38.48,7.64,52.95,31.77,41.18,58.93,17.78,12.96,3.2,20.19
2005-01-03,18.49,20.17,9.47,13.66,92.82,49.66,22.5,11.46,49.7,33.99,10.61,62.98,32.25,15.88,14.08,5.67,15.41,14.16,21.87,23.95,68.77,20.24,2.77,65.98,53.16,82.28,55.2,17.47,17.38,56.57,41.08,7.55,52.09,32.24,42.19,59.13,17.88,13.09,3.21,20.93
2005-01-10,18.01,20.31,9.1,13.71,90.59,48.88,22.28,11.25,49.52,35.13,10.28,62.69,31.42,15.23,14.26,5.75,15.56,14.26,21.21,23.61,68.02,19.79,2.73,68.79,51.97,79.04,53.68,17.16,17.96,56.05,41.41,7.6,52,30.36,42.7,57.62,17.23,12.71,3.12,20.36
2005-01-17,18.56,20.04,9.08,13.75,86.81,48.85,23.35,11.12,49.97,35.4,10.13,61.29,31.34,15.37,14.2,5.67,15.66,14.38,20.57,23.64,67.58,19.52,2.75,70.12,51.31,77.36,52.67,17.2,17.91,55.05,41.06,7.54,51.96,29.37,43.06,57.64,18.12,12.63,3.2,20.39
2005-01-24,18.44,19.97,9.06,13.6,85.43,48.66,23.34,11.23,49.07,36.48,10.28,60.38,30.97,15.45,14.52,5.7,15.67,14.04,20.91,24.18,66.65,19.72,2.71,70.34,50.6,75.85,54.15,18,18.15,54.09,40.54,7.61,51.42,28.53,43.46,59.16,18.29,12.95,3.19,20.62
2005-01-31,18.65,20.48,9.39,13.74,87.78,50.42,23.49,11.61,49.34,38.16,9.24,64.37,32.17,15.63,15,5.97,16.19,14.09,21.25,24.83,68.2,20,2.76,71.41,51.59,78.06,55.16,19.09,18.53,55.18,44.91,7.86,51.69,29.24,45.38,57.99,19.55,13.25,3.29,21.06
2005-02-07,19.05,20.6,9.17,14.06,90.61,52.2,24.66,11.78,50.47,37.82,9.45,63.57,32.17,15.45,15.18,6.12,16.21,14.52,21.32,25.01,71.99,20.46,2.87,72.26,53.25,79.95,55.78,19.42,18.75,59.57,45.06,8.2,52,29.88,44.76,59.16,19.45,13.53,3.33,21.42
2005-02-14,18.95,20.28,9.14,14.44,88.37,53.3,25.03,11.59,49.88,37.5,9.06,62.65,31.83,15.13,14.9,5.95,16.5,14.64,20.78,24.29,71.15,20.59,2.83,71.19,54.25,79.56,56.83,19.33,19.26,59.92,44.8,8.08,52.72,29.49,44.7,57.83,19.18,13.37,3.39,21.02
2005-02-21,18.6,19.9,9.75,14.28,90.67,52.92,24.89,11.53,49.57,36.85,9.55,62.99,31.56,15.08,14.24,5.72,16.35,14.33,20.41,24.32,70.49,20.69,2.83,69.76,53.01,81.02,56.35,19.38,19.14,59.83,42.84,7.97,53.98,29.71,43.5,57.52,18.32,13.21,3.35,20.72
2005-02-28,18.73,20.38,9.61,14.81,92.93,53.99,24.94,11.57,49.93,37.55,9.51,64.33,31.35,15.01,14.57,5.75,17.31,14.44,20.44,24.21,70.18,21.44,2.85,69.1,54.63,82.54,57.16,19.99,19.92,59.31,42.54,8.16,57.31,29.76,43.28,60,18.5,13.14,3.3,20.61
2005-03-07,18.25,19.37,9.61,14.2,94.02,52.67,24.69,11.37,49.79,38.15,9.44,64.8,31.13,14.52,14.41,5.72,16.73,14.7,19.98,24.41,70.58,21.09,2.78,68.07,54.15,82.11,57.88,19.49,19.44,60.14,40.87,8,56.01,29.61,43.35,59.86,18.58,12.88,3.35,20.18
2005-03-14,17.96,19.16,9.29,14.35,93.08,51.36,24.03,11.09,49.61,37.38,9.22,63.32,30.24,14.56,14.61,5.83,17.06,14.86,20.06,24.18,70.54,21.02,2.84,67.63,54.29,81.53,57.26,19.33,19.28,59.01,42.69,7.96,56.86,29.26,43.56,58.95,18.3,12.67,3.42,20.31
2005-03-21,17.91,19.08,9.31,14.67,93.71,51.4,23.88,11.03,50.02,38.13,9.08,62.52,30.88,14.65,14.68,5.94,16.75,14.95,20.28,24.1,70.84,21.05,2.97,67.5,53.91,81.27,57.92,19.55,19.03,61.31,43.31,8.04,58.89,29.95,43.33,59.16,18.79,12.71,3.46,20.24
2005-03-28,17.14,18.55,9.17,14.61,93.7,51.96,24.14,11.16,49.34,38.7,8.94,63.29,30.84,14.61,14.65,5.89,17.17,14.77,20.38,23.94,70.54,20.78,2.99,66.92,54.48,81.76,58.07,19.47,19.18,60.7,44.11,7.9,58.93,29.88,43.79,59.02,18.76,12.5,3.42,20.39
2005-04-04,17.49,18.83,9.18,14.81,92.73,52.68,24.77,11.3,49.61,38.84,8.97,63.62,30.7,14.63,14.47,5.94,17.34,15.04,20.24,24.1,71.15,20.89,3,67.58,55.43,80.92,58.35,19.61,19.38,61.44,44.72,8.02,60.78,29.23,43.38,59.7,19.44,12.62,3.47,20.89
2005-04-11,17.23,18.59,9.03,14.95,89.66,48.99,24.04,11,48.44,38.49,8.53,62.28,29.29,14.67,14.28,5.86,16.68,14.86,20.06,23.62,70.27,20.55,2.88,64.2,53.49,78.19,57.26,18.76,18.94,58.7,45.56,7.73,61.46,28.02,42.75,58.51,19.12,12.28,3.41,20.3
2005-04-18,16.83,18.4,8.82,14.69,87.66,48.85,23.26,10.82,47.45,37.55,8.66,59.79,28.49,14.56,14.13,5.86,16.51,14.61,20.11,23.09,69.34,19.85,2.84,63.54,52.87,76.3,53.77,18.26,18.49,57.7,44.4,7.71,60.29,29.51,41.55,56.42,18.78,12.42,3.49,20.39
2005-04-25,16.87,17.7,8.78,14.31,87.83,48.66,23.73,10.64,45.83,36,7.85,59.22,28.48,13.7,14.2,5.84,16.49,14.43,19.98,22.84,67.85,19.46,2.89,62.51,51.69,76.32,53.06,17.92,18.31,56.27,45,7.61,61.59,29.42,40.51,54.57,19.12,12.28,3.43,20.1
2005-05-02,17.12,18.5,9.08,14.94,92.16,50.98,24.88,11.05,47.81,37.28,8.17,60.51,29.56,14.06,14.46,5.88,16.79,14.89,20.59,22.95,70.05,19.94,2.91,63.62,52.87,79.69,54.63,18.54,18.81,58.09,45.76,7.92,63.39,30.91,42.3,55.39,19.65,12.61,3.53,21.1
2005-05-09,17.02,18.93,8.84,14.63,89.1,49.84,25.12,11.13,48.49,36.7,8.06,57.82,29.86,13.93,14.67,5.71,16.53,14.86,20.12,22.72,68.9,20.16,2.9,63.31,54.44,75.71,55.38,18.85,18.42,60.66,45.41,7.85,62.99,31.07,41.82,55.23,20.08,12.41,3.53,21.25
2005-05-16,17.17,19.2,9.21,14.81,90.56,51.11,25.95,11.23,49.34,39.11,8.74,59.37,30.57,13.96,14.78,5.74,17.08,15.3,20.85,22.78,70.05,20.65,2.85,65.14,55.78,77.07,56.1,19.47,18.61,62.58,46.02,7.88,63.84,32.01,43.12,56.61,20.51,12.81,3.53,21.85
2005-05-23,17.27,18.81,9.56,15.42,91.43,52.12,26.08,11.2,51.24,39.07,8.43,60.36,30.34,14.31,14.81,5.88,17.63,15.48,20.64,23.7,73.58,20.93,2.87,65.54,55.88,78.12,57.51,19.53,19.22,62.13,48.98,7.9,65.24,32.35,43.47,56.71,20.67,12.75,3.44,21.74
2005-05-30,17.82,19.52,9.73,15.31,92.84,53.55,26.64,11.47,52.54,39.12,8.71,61.54,31.04,14.28,15.02,5.86,18,15.79,20.89,24.1,74.96,21.16,3.01,66.68,58.57,79.47,58.86,19.89,19.05,63.43,49.13,8.03,66.36,33,43.86,58.27,21.43,12.82,3.42,21.87
2005-06-06,18.05,19.09,9.71,15.35,93.92,54.59,27.34,11.38,52.68,38.29,8.72,62.74,31.8,14.14,15.2,5.97,18.23,15.94,20.47,25.06,76.01,21.18,3.01,69.21,59.67,81.66,59.25,20.71,18.76,62.58,50.95,8.03,65.32,33.35,43.09,60.16,21.07,12.72,3.4,22.03
2005-06-13,18.52,19.45,9.79,15.9,94.56,55.17,26.82,11.51,53.05,38.28,9.16,62.9,31.91,14.16,15.29,5.86,18.66,16.25,20.59,24.89,77.53,21.41,2.96,70.45,60.49,81.67,58.43,19.92,19.8,63.21,50.44,8.13,63.17,33.52,43.77,60.22,20.75,13.19,3.66,22.65
2005-06-20,18.49,18.95,9.67,16.19,92.97,53.3,26.53,11.31,52.68,38.29,8.68,61.69,31.84,13.93,15.66,5.91,18.82,16.01,20.34,24.66,76.66,21.18,2.93,68.75,60.97,79.39,57.26,19.91,19.91,63.79,50.81,8.09,62.11,34.01,43.46,59.62,20.74,12.69,3.6,22.44
2005-06-27,18.95,18.92,9.8,16.08,92.62,54.09,26.65,11.47,53.29,38.79,8.62,62.99,31.7,14.59,16.4,6.05,18.89,16.35,21.78,24.83,78.08,21.81,2.98,72.2,62.31,79.39,58.04,19.92,20.05,65.57,52.64,8.27,63.17,35.07,44.36,58.58,21.21,12.87,3.66,23.21
2005-07-04,18.77,18.59,9.94,16.02,94.83,52.92,25.95,11.42,53.24,37.92,8.57,62.66,31.46,14.53,15.86,5.96,20.3,16.21,22.02,24.41,77.48,21.8,3.04,72.06,61.69,79.51,57.55,20.25,21.57,64.9,51.79,8.26,63.49,34.01,43.82,59.41,21.15,12.7,3.62,23.17
2005-07-11,19.15,19.5,10.39,15.96,96.04,54.43,26.95,11.84,55.71,37.39,9.45,66.61,32.73,14.8,15.86,5.86,20.1,16.66,22.12,24.77,80.24,22.27,3.17,72.63,63.65,80.66,60.22,21.23,21.42,67.94,52.13,8.48,64.95,35.25,44.64,61.55,20.96,13.01,3.65,23.64
2005-07-18,19.46,20.38,10.51,16.53,99.2,55.98,28.24,12.23,56.65,37.41,9.38,68.56,33.55,15.08,16.05,5.87,20.16,16.83,21.4,26.16,83,22.92,3.17,74.01,65.48,84.28,62.64,20.98,21.54,67.99,53.91,8.54,64.08,35.13,46.24,63.36,21.25,12.89,3.6,23.21
2005-07-25,18.97,20.35,10.75,16.22,101.68,56.9,28.2,12.49,55.67,37.38,9.6,69.03,37.65,15.49,15.92,5.91,20.65,17.04,22.86,25.9,82.9,23.04,3.14,74.2,65.81,86.43,63.02,20.99,21.82,67.54,53.92,8.71,65.32,34.28,47.32,61.33,21.29,13.18,3.63,23.15
2005-08-01,18.56,20.45,10.49,16.1,100.4,56,28.62,12.31,56.27,37.02,9.41,67.11,37.59,15.15,15.72,5.78,20.48,16.84,22.47,25.14,81.02,22.62,3.13,73.67,63.41,83.57,62.01,20.4,21.72,67,52.38,8.64,64.31,33.54,46.91,60.34,20.63,13.12,3.65,22.66
2005-08-08,18.7,20.18,10.9,16.5,105.43,56.56,28.38,12.66,56.55,37.06,9.38,68.84,38.96,15.14,15.94,5.81,21.31,16.92,22.66,25.35,81.76,22.42,3.11,74.05,63.37,85.32,61.57,20.17,22.79,67.63,54.07,8.73,64.68,33.82,47.42,61.59,23.12,13.09,3.81,22.75
2005-08-15,18.7,20.18,10.85,16.22,105.66,56.19,27.68,12.53,56.41,37.58,9.36,69.19,39.57,14.88,15.83,5.85,21.07,16.85,22.98,25.32,81.66,22.46,3.12,73.06,63.08,84.64,63.51,20.3,22.49,66.78,53.72,8.67,66.55,33.83,47.47,60.9,22.87,13.05,3.83,23.1
2005-08-22,18.11,19.3,10.5,16.03,100.09,54.53,27.07,12.16,54.36,36.38,8.97,67.02,39.35,14.42,15.48,5.88,20.45,16.56,21.86,24.39,78.17,21.93,3.02,70.73,62.07,82.08,61.52,19.79,21.87,64.28,52.01,8.42,63.26,32.86,46.39,58.9,21.86,12.6,3.79,22.29
2005-08-29,18.3,19.45,10.45,16.24,100.31,56.31,27.8,12.29,54.78,36.1,9.28,68.94,37.99,14.42,15.99,6.05,21.23,16.56,21.42,24.4,80.42,21.91,3.11,72.72,62.89,80.94,61.72,19.98,23.18,62.67,53.51,8.62,62.89,33.31,46.88,59.4,22.64,12.72,3.88,22.26
2005-09-05,18.67,21.13,10.91,16.45,105.81,58.36,29.5,12.73,57.25,36.48,9.8,74.54,39.27,14.53,17.54,6.09,21.33,17.08,21.46,25.39,83.73,22.51,3.05,68.88,64.71,83.65,63.61,20.8,24.18,65.26,55.24,8.89,61.43,34.49,46.89,61.66,23.01,13.09,3.94,22.84
2005-09-12,18.74,21.05,10.92,16.11,103.8,58.65,29.4,12.54,56.27,36.44,10.09,73.38,39.41,14.53,18.3,6.09,21.75,17.11,21.72,25.14,83.73,22.66,3.1,69.07,65.96,83.05,64.67,20.97,24.29,66.24,55.52,8.91,60.51,34.68,46.61,61.57,22.37,12.97,3.92,23.38
2005-09-19,18.44,21.03,10.62,15.95,101.29,57.38,27.96,12.54,55.9,35.68,10.03,72.13,39.42,14.17,18.66,6.05,21.57,17.14,21.51,24.77,83.32,22.4,3.06,68.73,64.42,81,61.96,20.32,26.39,66.78,52.93,8.92,60.97,33.57,44.71,59.84,22.03,12.83,3.85,23.02
2005-09-26,18.79,21.96,11.44,16.29,108.98,60.69,29.16,13.11,59.03,36.75,10.56,75.13,41.42,14.33,19.19,6,21.78,17.37,21.43,25.19,87.22,23.36,3.04,69.54,65.86,85.5,62.4,20.73,25.45,70.4,53.71,9.4,62.94,34.76,45.71,61.77,22.61,12.92,3.89,23.95
2005-10-03,18.85,21.71,11.43,16.52,108.81,61.06,28.74,13.03,58.89,36.99,10.27,74.33,40.63,14.44,18.66,5.83,20.12,17.34,21.15,24.45,86.85,22.85,3,68.69,63.75,85.18,61.67,20.57,24.12,68.88,52.43,9.21,63.72,34.19,45.01,61.1,22.59,13.26,3.77,23.56
2005-10-10,18.62,22.16,11.47,15.74,112.47,59.66,28.28,12.98,59.82,36.91,10.16,73.81,39.42,14.52,18.54,5.68,19.71,17.41,21.21,24.59,86.81,22.72,3.04,67.26,65.62,89.1,60.94,19.91,23.36,68.03,50.74,9.31,62.85,34.47,45.56,60.89,21.75,13.23,3.86,23.3
2005-10-17,18.04,21.19,11.49,15.27,110.32,57.08,27.32,12.78,58.05,35.78,9.91,72.37,37.32,14.14,17.98,5.57,19.14,17.15,20.55,24.11,83.73,22.11,2.97,63.75,63.51,87.48,60.22,20.24,22.62,65.13,50.25,9.2,61.75,35.31,43.85,58.63,21.13,13.05,3.79,22.28
2005-10-24,18.03,21.35,11.42,15.64,111.78,57.09,26.93,12.98,57.77,34.98,9.1,73.37,38.07,13.94,17.41,5.48,19.72,16.92,19.42,23.52,84.97,22.21,3,63.7,63.03,86.69,57.89,20.05,22.73,62.71,50.74,8.95,59.78,34.01,42.96,58.34,20.69,12.92,3.77,22.38
2005-10-31,19,22.5,12.01,15.77,115.63,57.31,28.01,13.34,60.85,35.79,9.58,76.89,39.04,14.13,17.6,5.62,20.36,17.29,19.72,24.34,89.75,23.19,3.06,64.7,64.18,92.46,58.86,20.98,23.96,63.43,54.91,9.22,61.34,34.86,43.41,59.88,21.25,12.09,4.13,23.55
2005-11-07,19.48,23.67,12.47,16.22,115.92,59.16,30.48,13.56,63.46,36.43,9.64,78.96,40.02,13.86,18.08,5.67,20.1,17.85,19.42,25.08,91.86,25.3,3.16,65.6,66.92,95.98,58.91,21.48,23.35,61.82,55.04,9.36,63.49,35.44,43.72,61,22.35,12.01,4.33,23.07
2005-11-14,19.87,22.81,12.22,15.98,118.25,59.54,31.82,13.54,62.85,36.15,10.1,78.65,40.58,13.52,18.65,5.74,20.82,18.27,19.08,25.2,92.04,25.84,3.18,67.17,68.93,96.83,59.88,21.6,23.5,59.54,55.18,9.43,63.44,35.02,45.82,62.62,22.2,11.84,4.37,21.81
2005-11-21,19.8,23.1,12.2,16.64,118.96,60.98,32.05,13.68,63.46,35.47,9.88,80.83,40.15,13.63,18.9,5.74,21.26,18.2,19.59,25.04,93.61,25.77,3.27,68.69,69.75,98.27,60.12,21.93,24.52,59.41,57.18,9.48,63.53,35.98,46.69,62.64,22.88,12.03,4.44,22.06
2005-11-28,20.02,23.29,12.94,17.14,124.12,62.02,33.48,13.63,63.55,36.33,10.3,81.96,40.79,13.41,19.04,5.78,21.19,18.62,19.32,26.43,94.43,26.96,3.24,68.97,71.05,107.93,60.27,23.28,24.12,62,58.4,9.56,64.72,37.66,47.28,63.13,23.2,12.04,4.46,22.46
2005-12-05,20.38,24.21,12.73,16.5,121.65,61.27,32.58,13.31,62.57,36.5,10.09,80.64,40.52,13.27,18.5,5.81,21.16,18.62,19.2,26.05,93.79,26.96,3.26,70.11,71.96,102.64,59.88,23.2,23.61,59.86,57.25,9.4,64.72,37.47,47.38,65.33,23.17,11.91,4.42,22.16
2005-12-12,20.83,23.98,12.94,16.57,123.39,62.57,32.99,13.49,62.95,38.61,10.32,79.64,39.93,13.24,18.74,5.85,21.42,18.84,18.77,27.31,95.99,27.38,3.35,71.82,72.3,102.91,60.36,25.03,23.73,60.26,59.52,9.53,65.73,37.36,47.74,68.99,24.47,11.86,4.65,23.49
2005-12-19,20.94,24.34,12.93,16.7,124.8,63.05,34.11,13.64,64.16,37.99,10.28,79.94,40.16,13.23,19.26,5.8,21.24,19.4,18.74,28.03,97.28,27.98,3.46,72.34,72.49,104.15,60.31,24.89,23.65,60.3,61.44,9.72,69.53,37.18,48.14,69.32,25.07,12,4.77,23.21
2005-12-26,20.83,23.94,12.74,16.61,124.11,62.83,33.75,13.65,63.79,38,9.98,79.07,40.48,13.32,19.15,5.71,21.09,19.42,18.84,28.34,95.44,27.63,3.51,72.2,72.3,102.94,60.8,24.61,23.28,61.55,61.03,9.76,67.74,37.03,47.99,69.76,24.72,12.06,4.83,23.34
2006-01-02,21.29,24.94,12.65,16.98,131.53,61.46,34.49,14.02,65.84,39.57,10.91,81.33,41.36,13.57,19.13,5.82,21.58,19.78,19.63,28.08,98.2,28.33,3.52,73.2,74.27,102.24,61.19,25.54,24.27,64.01,60.64,9.9,71.77,38.6,49.43,72.4,25.91,12.42,4.77,23.36
2006-01-09,20.95,25.47,12.19,16.8,125.79,60.81,33.8,13.96,67.05,38.07,10.53,82.68,42.32,12.9,19.38,5.82,21.99,20.12,17.51,27.17,98.38,27.57,3.54,71.82,74.22,100.75,62.73,24.54,24.29,67,61.61,9.88,71.13,37.03,49.38,69.54,26,12.17,4.81,22.89
2006-01-16,20.5,24.74,11.86,16.47,121.55,60.14,32.92,13.88,64.49,36.65,10.08,80.24,40.2,12.41,20.31,5.95,21.86,19.68,16.77,26.33,94.89,26.31,3.47,75.05,72.01,96.6,63.46,23.76,24.01,67.63,63.72,9.63,69.71,35.3,48.09,67.45,26.98,11.77,4.64,22.35
2006-01-23,21.29,26.04,12.42,17.06,128.78,62.33,33.19,14.83,68.03,36.91,10.47,83.6,44.01,12.47,20.58,6.01,22.04,20.77,17.31,27.51,100.22,27.95,3.61,81.27,72.49,102.63,64.33,26.01,21.17,69.86,64.9,10.17,69.25,40.09,51.48,74.81,28.4,11.93,4.9,23.28
2006-01-30,21.83,26.19,12.25,17.07,125.31,62.68,32.21,14.97,68.27,36.83,11.02,83.67,44.57,12.35,21.75,5.94,21.96,20.81,16.28,26.84,100.31,28.05,3.71,82.18,72.59,99.9,63.9,25.86,21.25,68.21,66.53,10.28,69.35,40.61,52.48,72.66,28.48,11.84,4.84,22.55
2006-02-06,23.05,26.22,12.39,16.91,127.72,61.87,32.77,15.08,69.15,37.13,11.36,85.84,45.08,12.73,21.15,5.91,21.53,21.03,16.67,28,102.06,28.69,3.69,83.08,72.54,101.28,63.9,25.7,22.3,71.16,66.15,10.32,68.25,40.47,53.01,72.75,28.38,12.28,4.81,22.75
2006-02-13,23.61,26.91,12.72,17.9,130.28,61.08,33.41,15.13,70.74,38.1,11.25,87.99,45.36,12.89,21.82,5.93,21.45,21.39,17.19,29.17,108.95,29.39,3.75,84.93,72.15,104.18,68.45,26.41,22.25,73.79,68.34,10.61,67.65,41.16,53.05,75.34,28.05,12.39,5.01,22.65
2006-02-20,23.56,27.2,12.9,18.41,131.76,61.72,32.93,15.63,73.91,39.61,10.82,91.35,44.26,12.67,24.77,6.14,21.65,22,16.75,29.48,110.78,29.79,3.89,85.6,74.03,102.89,72.61,26.03,22.7,72.99,71.47,10.79,66.37,42.22,54.2,76.62,31.86,12.25,5.21,22.18
2006-02-27,22.7,27.54,12.52,17.44,129.38,60.49,32.33,15.28,71.63,39.33,11.18,88.72,42.31,12.91,24.03,5.94,20.94,21.03,16.29,28.32,107.48,28.95,3.83,83.51,77.64,99.35,71.69,25.04,22.69,71.78,68.54,10.59,64.31,41.47,52.72,73.81,29.33,12.48,5,22.66
2006-03-06,23.01,28.38,12.81,17.61,127.79,61,31.26,15.48,68.83,41.07,11.16,90.08,44.32,13.33,24.25,6,20.89,20.98,16.95,30.19,110.23,29.22,3.97,83.74,77.45,101.92,73.09,24.95,22.15,72.63,68.8,10.61,67.38,41.93,53.15,74.96,32.12,12.68,5.01,24.61
2006-03-13,23.43,29.09,13.81,17.53,130.86,60.96,31.56,15.61,70.23,41.77,11.42,91.23,43.77,13.2,24.03,6.02,21.1,21.27,16.7,30.84,114.82,30.23,3.98,85.45,78.32,101.25,71.98,24.92,22.68,74.6,69.85,10.64,67.42,42.14,54.01,74.54,32.3,12.47,5.05,24.51
2006-03-20,24.24,29.29,14.17,18.23,131.78,64.04,33.88,15.43,70.51,41.89,12.44,91.71,43.96,13.37,23.89,6.05,21.1,21.4,17.34,30.14,115.28,30.75,3.87,86.12,78.13,105.46,70.87,26.02,22.64,77.99,69.22,10.81,70.9,42.05,55.2,73.84,31.77,12.58,4.94,25.82
2006-03-27,23.33,28.89,14.15,18.13,133.66,62.82,31.62,15.71,71.53,42.15,12.17,90.99,44.48,13.17,23.28,6.01,21.13,21.27,16.66,29.84,114,30.74,3.86,88.83,77.93,105.3,70.38,26.55,22.38,78.39,70.08,10.63,71.86,43.28,55.06,75.58,30.57,12.29,4.95,24.99
2006-04-03,23.35,28.92,13.56,17.39,131.32,61.79,31.97,15.6,70.37,41.86,12.44,93.08,44,13,23.34,5.92,21.31,20.96,16.44,29.13,110.42,29.88,3.88,89.73,76.97,104.23,68.98,26.37,22.43,77.37,67.75,10.52,68.34,44.7,54.25,75.29,30.31,12.27,4.97,25.31
