date,ibmrtn,vwrtn,ewrtn,sprtn
1966-11-30,0.13584,0.01752,0.04073,0.00312
1966-12-30,-0.01197,0.00621,0.01731,-0.00149
1967-01-31,0.07537,0.08553,0.1721,0.07818
1967-02-28,0.0791,0.01095,0.04237,0.00196
1967-03-31,0.04884,0.04338,0.05824,0.03941
1967-04-28,0.10089,0.04161,0.04193,0.04224
1967-05-31,-0.03523,-0.03929,-0.0081,-0.05244
1967-06-30,0.06702,0.0269,0.08196,0.01751
1967-07-31,0.0206,0.04919,0.08325,0.04534
1967-08-31,-0.01359,-0.00628,0.00631,-0.01172
1967-09-29,0.09705,0.03429,0.06296,0.03279
1967-10-31,0.08254,-0.02743,-0.02059,-0.02906
1967-11-30,0.03302,0.0079,0.00088,0.00107
1967-12-29,0.02451,0.0337,0.08047,0.02628
1968-01-31,-0.05183,-0.03633,0.0239,-0.04385
1968-02-29,-0.0222,-0.03362,-0.05612,-0.03122
1968-03-29,0.05603,0.00512,-0.01122,0.0094
1968-04-30,0.10612,0.09415,0.14303,0.08193
1968-05-31,0.05579,0.02704,0.09131,0.01117
1968-06-28,-0.0091,0.01153,0.01623,0.00912
1968-07-30,-0.0424,-0.02202,-0.02621,-0.01848
1968-08-30,-0.00915,0.01804,0.03592,0.01146
1968-09-30,0,0.04445,0.06881,0.03854
1968-10-31,-0.08164,0.00904,0.00691,0.00721
1968-11-29,0.08713,0.0585,0.07199,0.04796
1968-12-31,-0.05618,-0.03387,0.0059,-0.04162
1969-01-31,-0.05952,-0.00671,-0.00169,-0.00818
1969-02-28,-0.007,-0.05364,-0.08573,-0.04737
1969-03-28,0.0703,0.03051,0.02029,0.03444
1969-04-30,0.04459,0.02053,0.00346,0.02148
1969-05-29,-0.025,0.00504,0.00626,-0.00222
1969-06-30,0.05878,-0.06739,-0.1134,-0.05558
1969-07-31,-0.03923,-0.06517,-0.09582,-0.06018
1969-08-29,0.06626,0.05149,0.05218,0.04007
1969-09-30,0.00073,-0.02259,-0.02462,-0.02502
1969-10-31,0.04417,0.05564,0.09241,0.04424
1969-11-28,-0.00694,-0.03216,-0.05508,-0.03527
1969-12-31,0.02101,-0.01968,-0.06618,-0.01866
1970-01-30,-0.08025,-0.07325,-0.03883,-0.07647
1970-02-27,0.01849,0.05671,0.0402,0.05269
1970-03-31,-0.00514,-0.00473,-0.02371,0.00145
1970-04-30,-0.11965,-0.10532,-0.16196,-0.09048
1970-05-29,-0.06309,-0.06435,-0.09052,-0.06097
1970-06-30,-0.10072,-0.05108,-0.0739,-0.05003
1970-07-31,0.0138,0.07417,0.05926,0.0733
1970-08-31,0.0555,0.05004,0.06162,0.04446
1970-09-30,0.09578,0.04754,0.1261,0.033
1970-10-30,0.01183,-0.01821,-0.0586,-0.0114
1970-11-30,0.04507,0.05045,0.00302,0.04745
1970-12-31,0.03417,0.06072,0.08132,0.05677
1971-01-29,0.02439,0.05203,0.1361,0.04048
1971-02-26,0.03779,0.01691,0.04791,0.00907
1971-03-31,0.06241,0.04478,0.0566,0.0368
1971-04-30,0.0007,0.03333,0.02709,0.03629
1971-05-28,-0.08232,-0.03641,-0.04944,-0.04156
1971-06-30,-0.03058,0.00312,-0.01724,0.0007
1971-07-30,-0.08123,-0.04028,-0.05363,-0.04132
1971-08-31,0.04824,0.04251,0.04116,0.0361
1971-09-30,-0.00082,-0.00502,-0.00465,-0.00697
1971-10-29,-0.0107,-0.04068,-0.05747,-0.04179
1971-11-30,0.02097,-0.00126,-0.03415,-0.00255
1971-12-31,0.10147,0.09126,0.11713,0.08618
1972-01-31,0.09361,0.02838,0.10389,0.01812
1972-02-29,0.00503,0.03135,0.04181,0.0253
1972-03-30,0.03731,0.00872,-0.00095,0.00591
1972-04-28,0.00981,0.00551,0.00123,0.00438
1972-05-31,0.03394,0.01638,-0.01812,0.01728
1972-06-30,-0.01446,-0.0209,-0.03378,-0.02182
1972-07-31,0.02232,-0.00425,-0.02949,0.00233
1972-08-31,0.02271,0.03597,0.01225,0.03445
1972-09-29,-0.0049,-0.00767,-0.03073,-0.00486
1972-10-31,-0.05166,0.00868,-0.01377,0.00932
1972-11-30,0.01777,0.04976,0.0511,0.04562
1972-12-29,0.02813,0.01124,-0.01987,0.01183
1973-01-31,0.08333,-0.02758,-0.02613,-0.01711
1973-02-28,-0.00597,-0.04449,-0.07284,-0.03749
1973-03-30,0,-0.00794,-0.02898,-0.00143
1973-04-30,-0.05446,-0.05178,-0.07062,-0.0408
1973-05-31,-0.03226,-0.02451,-0.08358,-0.01888
1973-06-29,0.00715,-0.00868,-0.03775,-0.00658
1973-07-31,-0.00789,0.0571,0.10592,0.03798
1973-08-31,-0.03936,-0.02966,-0.04442,-0.03669
1973-09-28,-0.14286,0.05401,0.073,0.0401
1973-10-31,0.08624,-0.0003,0.0003,-0.00129
1973-11-30,-0.05042,-0.12083,-0.17525,-0.11386
1973-12-31,-0.06887,0.0114,-0.04176,0.01657
1974-01-31,-0.00608,0.00443,0.13237,-0.01005
1974-02-28,-0.02485,0.00234,0.00862,-0.00362
1974-03-29,-0.00893,-0.02337,0.00838,-0.02328
1974-04-30,-0.03606,-0.04596,-0.05554,-0.03905
1974-05-31,-0.05927,-0.04198,-0.07255,-0.03355
1974-06-28,0.00118,-0.02294,-0.03348,-0.01467
1974-07-31,-0.05229,-0.07088,-0.05192,-0.07779
1974-08-30,-0.0403,-0.08776,-0.08579,-0.09028
1974-09-30,-0.17188,-0.10972,-0.07903,-0.11934
1974-10-31,0.18947,0.16559,0.08888,0.16305
1974-11-29,-0.05486,-0.04105,-0.0514,-0.05318
1974-12-31,-0.05219,-0.02701,-0.08074,-0.02015
1975-01-31,0.12054,0.1416,0.29926,0.12281
1975-02-28,0.15272,0.05841,0.05392,0.05989
1975-03-31,-0.04118,0.03019,0.0815,0.02169
1975-04-30,0.01573,0.0465,0.03109,0.04727
1975-05-30,0.03157,0.05514,0.07288,0.0441
1975-06-30,-0.02791,0.05147,0.07179,0.04432
1975-07-31,-0.08971,-0.06039,-0.00896,-0.06765
1975-08-29,-0.01183,-0.02356,-0.04812,-0.02107
1975-09-30,0.01074,-0.03801,-0.03887,-0.03465
1975-10-31,0.12749,0.05586,0.01472,0.06164
1975-11-28,0.07479,0.03122,0.0168,0.02471
1975-12-31,-0.00939,-0.011,-0.0006,-0.01151
1976-01-30,0.14939,0.12601,0.19004,0.11831
1976-02-27,-0.00146,0.00731,0.10629,-0.0114
1976-03-31,0.02494,0.0268,0.01811,0.03069
1976-04-30,-0.03292,-0.01039,-0.00381,-0.011
1976-05-28,0.01973,-0.00937,-0.01968,-0.01436
1976-06-30,0.07842,0.04449,0.02651,0.04093
1976-07-30,-0.01671,-0.00616,0.00224,-0.00806
1976-08-31,0.01378,-0.00143,-0.01667,-0.00512
1976-09-30,0.02832,0.02448,0.01699,0.02264
1976-10-29,-0.03421,-0.02037,-0.02259,-0.02224
1976-11-30,0.00552,0.00536,0.02669,-0.00778
1976-12-31,0.02998,0.06159,0.10241,0.0525
1977-01-31,-0.01388,-0.03634,0.0369,-0.05053
1977-02-28,0.01181,-0.01576,0.0044,-0.02166
1977-03-31,0.00181,-0.00925,0.01065,-0.01403
1977-04-29,-0.0642,0.00495,0.01693,0.0002
1977-05-31,-0.04155,-0.01079,0.00287,-0.02357
1977-06-30,0.07536,0.05137,0.0515,0.04536
1977-07-29,0.01563,-0.01281,0.01236,-0.01622
1977-08-31,0.01026,-0.01335,-0.00123,-0.02104
1977-09-30,-0.02748,0.00157,0.01497,-0.00248
1977-10-31,-0.01437,-0.03928,-0.02319,-0.04341
1977-11-30,0.03596,0.04543,0.07087,0.02697
1977-12-30,0.03599,0.00822,0.02108,0.00285
1978-01-31,-0.02925,-0.0552,-0.01115,-0.06151
1978-02-28,-0.04283,-0.00928,0.02601,-0.02476
1978-03-31,-0.06269,0.03401,0.06784,0.02493
1978-04-28,0.12951,0.08284,0.07932,0.08542
1978-05-31,-0.01831,0.02324,0.06762,0.00423
1978-06-30,-0.00387,-0.01075,0.01029,-0.01759
1978-07-31,0.09232,0.05675,0.05239,0.05391
1978-08-31,0.04895,0.04235,0.09355,0.02592
1978-09-29,-0.05096,-0.00689,0.0062,-0.00726
1978-10-31,-0.04603,-0.111,-0.17728,-0.09157
1978-11-30,0.03077,0.03379,0.03821,0.01664
1978-12-29,0.10761,0.01771,0.01435,0.01489
1979-01-31,0.03434,0.04949,0.09366,0.03975
1979-02-28,-0.0172,-0.02677,-0.01627,-0.03653
1979-03-30,0.05167,0.06562,0.08417,0.05515
1979-04-30,-0.00396,0.00852,0.02881,0.00167
1979-05-31,-0.02167,-0.01358,-0.00685,-0.02634
1979-06-29,-0.03454,0.04685,0.05466,0.03866
1979-07-31,-0.0494,0.01499,0.02137,0.00875
1979-08-31,0.01591,0.06473,0.07562,0.05308
1979-09-28,-0.03214,0.00143,-0.00117,0
1979-10-31,-0.07934,-0.07266,-0.09792,-0.06861
1979-11-30,0.05988,0.0636,0.0653,0.04262
1979-12-31,-0.01341,0.02821,0.06749,0.01677
1980-01-31,0.06602,0.06561,0.10513,0.05763
1980-02-29,-0.06215,0.00102,-0.0063,-0.00438
1980-03-31,-0.12205,-0.12022,-0.16504,-0.1018
1980-04-30,-0.0157,0.05229,0.05346,0.04114
1980-05-30,0.02478,0.06009,0.07125,0.04657
1980-06-30,0.06095,0.03771,0.04618,0.02697
1980-07-31,0.11064,0.06944,0.08928,0.06504
1980-08-29,0.01701,0.02355,0.06398,0.00584
1980-09-30,-0.02099,0.0295,0.05246,0.02517
1980-10-31,0.03899,0.02008,0.04753,0.01602
1980-11-28,0.03542,0.10492,0.06921,0.10238
1980-12-31,-0.00367,-0.03441,-0.03242,-0.03387
1981-01-30,-0.05157,-0.04011,0.00562,-0.04574
1981-02-27,0.01142,0.01552,0.00215,0.01328
1981-03-31,-0.02918,0.04618,0.07267,0.03603
1981-04-30,-0.06012,-0.01126,0.02789,-0.02346
1981-05-29,0.0168,0.01355,0.02719,-0.00166
1981-06-30,-0.01489,-0.01023,-0.01319,-0.01041
1981-07-31,-0.03024,-0.00307,-0.01998,-0.00221
1981-08-31,-0.00249,-0.05628,-0.07191,-0.0621
1981-09-30,-0.01814,-0.06377,-0.09006,-0.05383
1981-10-30,-0.0485,0.06018,0.06973,0.04915
1981-11-30,0.07495,0.04585,0.02167,0.03659
1981-12-31,0.04358,-0.0281,-0.01969,-0.03008
1982-01-29,0.11868,-0.02621,-0.01735,-0.01754
1982-02-26,-0.01399,-0.05113,-0.04799,-0.06055
1982-03-31,-0.03434,-0.01009,-0.01206,-0.01017
1982-04-30,0.07531,0.04327,0.05224,0.04001
1982-05-28,-0.02942,-0.02821,-0.02249,-0.03916
1982-06-30,-0.01423,-0.02391,-0.0367,-0.02029
1982-07-30,0.08247,-0.02053,-0.01478,-0.02299
1982-08-31,0.08739,0.11901,0.06329,0.11598
1982-09-30,0.04078,0.01676,0.03316,0.00761
1982-10-29,0.08859,0.11864,0.12845,0.11036
1982-11-30,0.09371,0.05194,0.09204,0.03612
1982-12-31,0.11272,0.01452,0.02345,0.01516
1983-01-31,0.02727,0.04185,0.11706,0.03313
1983-02-28,0.00996,0.03022,0.04727,0.019
1983-03-31,0.02778,0.03467,0.05052,0.0331
1983-04-29,0.14988,0.07419,0.08069,0.07492
1983-05-31,-0.04103,0.01322,0.09174,-0.01235
1983-06-30,0.0809,0.03784,0.04634,0.03522
1983-07-29,0.00104,-0.03157,-0.01756,-0.03301
1983-08-31,0.00062,0.00346,-0.03292,0.01132
1983-09-30,0.06172,0.01606,0.00005,0.01016
1983-10-31,-0.00099,-0.02805,-0.05927,-0.01517
1983-11-30,-0.06647,0.02956,0.03171,0.01743
1983-12-30,0.0394,-0.01046,-0.01967,-0.00883
1984-01-31,-0.06455,-0.01302,0.00542,-0.00922
1984-02-29,-0.02563,-0.03907,-0.05077,-0.03886
1984-03-30,0.03401,0.01339,0.00745,0.0135
1984-04-30,-0.00219,0.00253,-0.02052,0.00547
1984-05-31,-0.0444,-0.05234,-0.05157,-0.05936
1984-06-29,-0.01856,0.02339,0.012,0.01747
1984-07-31,0.04728,-0.02062,-0.0503,-0.01645
1984-08-31,0.12731,0.11269,0.08882,0.10633
1984-09-28,0.00404,0.0004,-0.00038,-0.00348
1984-10-31,0.01187,-0.00007,-0.02376,-0.00006
1984-11-30,-0.02307,-0.01069,-0.03151,-0.01511
1984-12-31,0.01129,0.02366,0.00273,0.02237
1985-01-31,0.10761,0.08572,0.12147,0.07409
1985-02-28,-0.00935,0.0169,0.04602,0.00869
1985-03-29,-0.05224,-0.00175,-0.00353,-0.00293
1985-04-30,-0.00394,-0.00219,-0.00965,-0.00459
1985-05-31,0.02549,0.05578,0.02224,0.05405
1985-06-28,-0.0379,0.01709,0.0021,0.01213
1985-07-31,0.06162,-0.00025,0.02141,-0.00485
1985-08-30,-0.02778,-0.0048,-0.0022,-0.012
1985-09-30,-0.02172,-0.03983,-0.05685,-0.03472
1985-10-31,0.04844,0.04444,0.01765,0.04251
1985-11-29,0.0845,0.06923,0.05257,0.06506
1985-12-31,0.1127,0.04306,0.028,0.04506
1986-01-31,-0.02572,0.00983,0.04406,0.00237
1986-02-28,0.00314,0.0725,0.06039,0.07149
1986-03-31,0.00414,0.05389,0.0472,0.05279
1986-04-30,0.03135,-0.0079,0.01615,-0.01415
1986-05-30,-0.01776,0.05084,0.03619,0.05023
1986-06-30,-0.03856,0.01425,0.00809,0.01411
1986-07-31,-0.09556,-0.0597,-0.07313,-0.05868
1986-08-29,0.05547,0.06618,0.02327,0.07119
1986-09-30,-0.03063,-0.07902,-0.05907,-0.08544
1986-10-31,-0.08086,0.0493,0.02378,0.05473
1986-11-28,0.03721,0.01509,-0.00626,0.02148
1986-12-31,-0.05605,-0.02639,-0.03461,-0.02829
1987-01-30,0.07292,0.1285,0.11757,0.13177
1987-02-27,0.09204,0.04792,0.07461,0.03692
1987-03-31,0.07617,0.02366,0.03631,0.02639
1987-04-30,0.06661,-0.017,-0.01767,-0.01145
1987-05-29,0.00609,0.00513,0.00057,0.00603
1987-06-30,0.01563,0.04366,0.02148,0.04792
1987-07-31,-0.00923,0.04425,0.03513,0.04822
1987-08-31,0.05264,0.03715,0.01453,0.03496
1987-09-30,-0.10468,-0.02077,-0.01588,-0.02417
1987-10-30,-0.1874,-0.22536,-0.27225,-0.21763
1987-11-30,-0.08694,-0.07227,-0.05085,-0.08535
1987-12-31,0.04289,0.07033,0.02607,0.07286
1988-01-29,-0.02706,0.04488,0.07739,0.04043
1988-02-29,0.0554,0.0517,0.06027,0.04182
1988-03-31,-0.08404,-0.0166,0.03569,-0.03334
1988-04-29,0.05343,0.01099,0.01402,0.00943
1988-05-31,0.00199,0.00045,-0.01767,0.00318
1988-06-30,0.13222,0.05146,0.04768,0.04326
1988-07-29,-0.01276,-0.00727,0.00029,-0.00541
1988-08-31,-0.10457,-0.02801,-0.025,-0.0386
1988-09-30,0.03475,0.0372,0.01695,0.03973
1988-10-31,0.06284,0.01764,-0.01149,0.02596
1988-11-30,-0.02467,-0.01641,-0.03648,-0.01889
1988-12-30,0.02848,0.02108,0.01887,0.01469
1989-01-31,0.0718,0.0661,0.06212,0.07112
1989-02-28,-0.06144,-0.01645,0.00299,-0.02894
1989-03-31,-0.10185,0.02147,0.01806,0.02081
1989-04-28,0.04467,0.0482,0.02909,0.05009
1989-05-31,-0.02776,0.03934,0.02505,0.03514
1989-06-30,0.02053,-0.00487,-0.00774,-0.00793
1989-07-31,0.02793,0.07713,0.03102,0.08837
1989-08-31,0.029,0.02213,0.01863,0.01552
1989-09-29,-0.06724,-0.00147,0.00553,-0.00654
1989-10-31,-0.08238,-0.02928,-0.04993,-0.02518
1989-11-30,-0.01412,0.01782,-0.0058,0.01654
1989-12-29,-0.03585,0.0183,-0.01238,0.02142
1990-01-31,0.04781,-0.07012,-0.04641,-0.06882
1990-02-28,0.0655,0.0149,0.01543,0.00854
1990-03-30,0.02166,0.02414,0.02132,0.02426
1990-04-30,0.02709,-0.02829,-0.02812,-0.02689
1990-05-31,0.11202,0.08894,0.04568,0.09199
1990-06-29,-0.02083,-0.0042,0.00536,-0.00889
1990-07-31,-0.05106,-0.00941,-0.02573,-0.00522
1990-08-31,-0.07547,-0.0919,-0.10891,-0.09431
1990-09-28,0.04417,-0.05384,-0.08047,-0.05118
1990-10-31,-0.0094,-0.0125,-0.05716,-0.0067
1990-11-30,0.08978,0.06574,0.03547,0.05993
1990-12-31,-0.0055,0.02951,-0.00453,0.02483
1991-01-31,0.12168,0.04908,0.08418,0.04152
1991-02-28,0.02533,0.07585,0.1339,0.06728
1991-03-28,-0.11553,0.02892,0.07829,0.0222
1991-04-30,-0.0955,0.00332,0.03196,0.00035
1991-05-31,0.04209,0.04073,0.03139,0.03858
1991-06-28,-0.08481,-0.04403,-0.03177,-0.04789
1991-07-31,0.04247,0.0468,0.0342,0.04486
1991-08-30,-0.03126,0.02682,0.02751,0.01965
1991-09-30,0.06968,-0.01098,0.00813,-0.01914
1991-10-31,-0.05187,0.01779,0.02464,0.01186
1991-11-29,-0.04621,-0.03728,-0.02374,-0.04393
1991-12-31,-0.03784,0.10678,0.03535,0.11159
1992-01-31,0.01124,-0.00118,0.14997,-0.0199
1992-02-28,-0.02128,0.01335,0.05212,0.00957
1992-03-31,-0.03885,-0.0237,-0.01417,-0.02183
1992-04-30,0.08683,0.01342,-0.03326,0.02789
1992-05-29,0.01333,0.00644,0.00568,0.00096
1992-06-30,0.07851,-0.01929,-0.03922,-0.01736
1992-07-31,-0.03193,0.0399,0.02762,0.03937
1992-08-31,-0.07298,-0.02082,-0.0239,-0.024
1992-09-30,-0.06782,0.01245,0.01105,0.00911
1992-10-30,-0.17183,0.01099,0.01622,0.00211
1992-11-30,0.03865,0.04019,0.06669,0.03026
1992-12-31,-0.26191,0.01777,0.03568,0.01011
1993-01-29,0.02233,0.01264,0.06761,0.00705
1993-02-26,0.06631,0.0054,-0.0072,0.01048
1993-03-31,-0.06437,0.02508,0.03141,0.0187
1993-04-30,-0.04423,-0.0254,-0.01111,-0.02542
1993-05-28,0.09594,0.0296,0.03874,0.02272
1993-06-30,-0.06398,0.00544,0.01342,0.00076
1993-07-30,-0.09873,-0.0008,0.01372,-0.00533
1993-08-31,0.03371,0.03948,0.0397,0.03443
1993-09-30,-0.08197,0.00064,0.02551,-0.00999
1993-10-29,0.09524,0.01807,0.04052,0.01939
1993-11-30,0.17663,-0.01761,-0.02447,-0.01291
1993-12-31,0.04872,0.01951,0.01619,0.01009
1994-01-31,0,0.03147,0.04917,0.0325
1994-02-28,-0.05974,-0.02422,-0.00995,-0.03005
1994-03-31,0.0331,-0.0458,-0.04596,-0.04575
1994-04-29,0.05263,0.00948,-0.01173,0.01153
1994-05-31,0.1,0.00936,-0.00083,0.01242
1994-06-30,-0.06746,-0.02791,-0.02818,-0.02681
1994-07-29,0.05319,0.03063,0.01578,0.03147
1994-08-31,0.11111,0.0426,0.03676,0.03764
1994-09-30,0.01642,-0.01836,0.00487,-0.0269
1994-10-31,0.07002,0.01452,-0.00331,0.02083
1994-11-30,-0.04698,-0.03722,-0.04074,-0.03951
1994-12-30,0.03887,0.01261,-0.01342,0.0123
1995-01-31,-0.01871,0.0204,0.02786,0.02428
1995-02-28,0.04679,0.03961,0.02837,0.03607
1995-03-31,0.09136,0.02704,0.01952,0.02733
1995-04-28,0.15221,0.02505,0.02698,0.02796
1995-05-31,-0.01453,0.03401,0.02027,0.03631
1995-06-30,0.03226,0.03117,0.04992,0.02128
1995-07-31,0.13412,0.04078,0.05471,0.03178
1995-08-31,-0.04822,0.00931,0.03204,-0.00032
1995-09-29,-0.08585,0.03636,0.0264,0.0401
1995-10-31,0.0291,-0.01132,-0.04147,-0.00498
1995-11-30,-0.00386,0.04271,0.01666,0.04105
1995-12-29,-0.05433,0.01519,0.00893,0.01744
1996-01-31,0.18741,0.02815,0.03466,0.03262
1996-02-29,0.13249,0.01631,0.03231,0.00693
1996-03-29,-0.09276,0.01093,0.02409,0.00792
1996-04-30,-0.03146,0.02551,0.05805,0.01343
1996-05-31,-0.00603,0.0268,0.06262,0.02285
1996-06-28,-0.0726,-0.0083,-0.03217,0.00226
1996-07-31,0.08586,-0.05382,-0.0796,-0.04575
1996-08-30,0.06721,0.03246,0.04563,0.01881
1996-09-30,0.08853,0.05301,0.02875,0.05417
1996-10-31,0.03615,0.01363,-0.02084,0.02613
1996-11-29,0.23818,0.0655,0.0247,0.07338
1996-12-31,-0.04941,-0.01136,-0.0026,-0.02151
1997-01-31,0.03548,0.05345,0.06383,0.06132
1997-02-28,-0.08143,-0.00114,-0.0103,0.00593
1997-03-31,-0.04522,-0.04482,-0.04922,-0.04261
1997-04-30,0.1694,0.0423,-0.0216,0.05841
1997-05-30,0.08037,0.07162,0.08519,0.05858
1997-06-30,0.04335,0.04415,0.04315,0.04345
1997-07-31,0.17175,0.0765,0.04882,0.07812
1997-08-29,-0.03948,-0.03627,0.02761,-0.05745
1997-09-30,0.04562,0.05843,0.08174,0.05315
1997-10-31,-0.07076,-0.03453,-0.02615,-0.03448
1997-11-28,0.11371,0.03046,-0.02206,0.04459
1997-12-31,-0.04452,0.01777,-0.02388,0.01573
1998-01-30,-0.05615,0.00453,0.01537,0.01015
1998-02-27,0.05962,0.07323,0.06045,0.07045
1998-03-31,-0.00539,0.05132,0.04688,0.04995
1998-04-30,0.11552,0.01086,0.02324,0.00908
1998-05-29,0.01592,-0.02576,-0.04257,-0.01883
1998-06-30,-0.02287,0.03195,-0.02915,0.03944
1998-07-31,0.15406,-0.02326,-0.05055,-0.01162
1998-08-31,-0.14834,-0.15767,-0.19638,-0.1458
1998-09-30,0.14095,0.06384,0.04325,0.0624
1998-10-30,0.15564,0.07436,0.03783,0.08029
1998-11-30,0.11343,0.06199,0.07591,0.05913
1998-12-31,0.11658,0.06305,0.01886,0.05638
1999-01-29,-0.0061,0.03835,0.06485,0.04101
1999-02-26,-0.07247,-0.03811,-0.04217,-0.03228
1999-03-31,0.04418,0.03786,-0.00137,0.03879
1999-04-30,0.18018,0.049,0.0839,0.03794
1999-05-28,0.1102,-0.02072,0.02513,-0.02497
1999-06-30,0.11422,0.05102,0.03839,0.05444
1999-07-30,-0.02756,-0.03064,0.00727,-0.03205
1999-08-31,-0.008,-0.00998,-0.03061,-0.00625
1999-09-30,-0.0286,-0.02287,-0.01425,-0.02855
1999-10-29,-0.18802,0.06205,-0.00135,0.06254
1999-11-30,0.0502,0.03686,0.09141,0.01906
1999-12-31,0.0467,0.08393,0.08483,0.05784
2000-01-31,0.04056,-0.03975,0.05061,-0.0509
2000-02-29,-0.08356,0.03177,0.12044,-0.02011
2000-03-31,0.14842,0.05355,-0.00043,0.09672
2000-04-28,-0.05509,-0.05947,-0.0885,-0.0308
2000-05-31,-0.03583,-0.03905,-0.05732,-0.02192
2000-06-30,0.02037,0.05165,0.07924,0.02393
2000-07-31,0.02624,-0.01711,-0.01936,-0.01634
2000-08-31,0.17514,0.07581,0.05926,0.0607
2000-09-29,-0.14773,-0.05114,-0.0401,-0.05348
2000-10-31,-0.12444,-0.02456,-0.06681,-0.00495
2000-11-30,-0.04944,-0.10255,-0.11856,-0.08007
2000-12-29,-0.09091,0.02035,-0.00704,0.00405
2001-01-31,0.31765,0.03953,0.22501,0.03464
2001-02-28,-0.10688,-0.09927,-0.07451,-0.09229
2001-03-30,-0.03724,-0.07029,-0.07272,-0.06421
2001-04-30,0.19713,0.0839,0.07644,0.07681
2001-05-31,-0.02779,0.01056,0.06222,0.00509
2001-06-29,0.01073,-0.01748,0.00772,-0.025
2001-07-31,-0.06894,-0.01832,-0.02841,-0.01077
2001-08-31,-0.04867,-0.05908,-0.03501,-0.06411
2001-09-28,-0.08234,-0.09154,-0.1278,-0.08172
2001-10-31,0.17826,0.02797,0.0781,0.0181
2001-11-30,0.07088,0.07873,0.08081,0.07518
2001-12-31,0.04646,0.01784,0.05774,0.00757
2002-01-31,-0.10805,-0.01606,0.01819,-0.01557
2002-02-28,-0.08926,-0.02171,-0.03306,-0.02077
2002-03-28,0.05993,0.04469,0.07467,0.03674
2002-04-30,-0.19462,-0.04965,-0.00317,-0.06142
2002-05-31,-0.03773,-0.01046,-0.01551,-0.00908
2002-06-28,-0.10503,-0.07024,-0.06731,-0.07247
2002-07-31,-0.02222,-0.08114,-0.1075,-0.079
2002-08-30,0.07287,0.00798,0.00634,0.00488
2002-09-30,-0.22645,-0.09998,-0.08449,-0.11001
2002-10-31,0.3538,0.07496,0.04277,0.08644
2002-11-29,0.10299,0.06128,0.11778,0.05707
2002-12-31,-0.10838,-0.05331,-0.04016,-0.06033
2003-01-31,0.00903,-0.02343,0.00607,-0.02742
2003-02-28,-0.00128,-0.01541,-0.02142,-0.017
2003-03-31,0.00616,0.01033,0.00943,0.00836
2003-04-30,0.08249,0.0828,0.09822,0.08104
2003-05-30,0.03887,0.06351,0.13318,0.0509
2003-06-30,-0.06293,0.01633,0.04974,0.01132
2003-07-31,-0.01515,0.02313,0.06193,0.01622
2003-08-29,0.01132,0.02491,0.04743,0.01787
2003-09-30,0.07706,-0.0091,0.02524,-0.01194
2003-10-31,0.01302,0.06033,0.08093,0.05496
2003-11-28,0.01363,0.01661,0.03815,0.00713
2003-12-31,0.02364,0.04553,0.03892,0.05077
2004-01-30,0.07067,0.02306,0.06576,0.01728
2004-02-27,-0.0259,0.01547,0.01372,0.01221
2004-03-31,-0.04829,-0.01069,0.00629,-0.01636
2004-04-30,-0.03996,-0.02423,-0.04359,-0.01679
2004-05-28,0.00681,0.01413,0.00259,0.01208
2004-06-30,-0.00497,0.02156,0.02273,0.01799
2004-07-30,-0.01225,-0.03768,-0.05108,-0.03429
2004-08-31,-0.02527,0.00271,-0.00473,0.00229
2004-09-30,0.0124,0.02056,0.04159,0.00936
2004-10-29,0.04677,0.01781,0.02084,0.01401
2004-11-30,0.05203,0.04824,0.07993,0.0386
2004-12-31,0.04605,0.03518,0.05292,0.03246
2005-01-31,-0.05234,-0.02656,-0.02928,-0.02529
2005-02-28,-0.00707,0.0227,0.01664,0.0189
2005-03-31,-0.01296,-0.01694,-0.03184,-0.01912
2005-04-29,-0.16415,-0.02518,-0.04651,-0.02011
2005-05-31,-0.00825,0.03792,0.04381,0.02995
2005-06-30,-0.01787,0.01153,0.03216,-0.00014
2005-07-29,0.1248,0.04333,0.05875,0.03597
2005-08-31,-0.03163,-0.00594,-0.00722,-0.01122
2005-09-30,-0.00496,0.01061,0.01054,0.00695
2005-10-31,0.02069,-0.02078,-0.03388,-0.01774
2005-11-30,0.08818,0.04041,0.03432,0.03519
2005-12-30,-0.07537,0.00348,0.01348,-0.00095
2006-01-31,-0.01095,0.04011,0.07635,0.02547
2006-02-28,-0.01058,-0.00164,0.00484,0.00045
2006-03-31,0.02779,0.01906,0.03698,0.01107
2006-04-28,-0.00158,0.01297,0.00976,0.01219
2006-05-31,-0.02599,-0.03104,-0.04433,-0.03092
2006-06-30,-0.03855,-0.0004,-0.00844,0.00009
2006-07-31,0.00768,-0.0019,-0.02267,0.00509
2006-08-31,0.04986,0.02509,0.02513,0.02127
2006-09-29,0.01198,0.01945,0.00902,0.02457
2006-10-31,0.1268,0.03709,0.0463,0.03151
2006-11-30,-0.00119,0.02372,0.03126,0.01647
2006-12-29,0.0569,0.01082,0.01475,0.01262
2007-01-31,0.02059,0.01944,0.02232,0.01406
2007-02-28,-0.05961,-0.014,0.00215,-0.02185
2007-03-30,0.0142,0.01295,0.00657,0.00998
2007-04-30,0.08434,0.03989,0.02696,0.04329
2007-05-31,0.04686,0.03889,0.02302,0.03255
2007-06-29,-0.01266,-0.01476,-0.00788,-0.01782
