date,ER00_USA
2025-06-03,102.27
2025-06-04,102.39
2025-06-05,102.80
2025-06-06,103.31
2025-06-09,103.22
2025-06-10,102.77
2025-06-11,103.19
2025-06-12,103.26
2025-06-13,105.31
2025-06-16,105.70
2025-06-17,106.78
2025-06-18,107.38
2025-06-19,107.38
2025-06-20,106.75
2025-06-23,105.07
2025-06-24,102.48
2025-06-25,102.21
2025-06-26,102.54
2025-06-27,102.89
2025-06-30,102.02
2025-07-01,102.17
2025-07-02,103.71
2025-07-03,103.39
2025-07-04,103.39
2025-07-07,102.65
2025-07-08,103.38
2025-07-09,102.78
2025-07-10,103.11
2025-07-11,103.83
2025-07-14,103.77
2025-07-15,103.66
2025-07-16,104.04
2025-07-17,104.45
2025-07-18,105.12
2025-07-21,104.72
2025-07-22,104.69
2025-07-23,104.17
2025-07-24,104.23
2025-07-25,103.47
2025-07-28,103.16
2025-07-29,103.83
2025-07-30,103.25
2025-07-31,101.18
2025-08-01,100.62
2025-08-04,100.43
2025-08-05,100.30
2025-08-06,100.45
2025-08-07,100.74
2025-08-08,100.79
2025-08-11,100.54
2025-08-12,100.24
2025-08-13,100.35
2025-08-14,100.01
2025-08-15,100.38
2025-08-18,100.30
2025-08-19,99.50
2025-08-20,100.18
2025-08-21,101.03
2025-08-22,101.63
2025-08-25,101.71
2025-08-26,101.22
2025-08-27,101.50
2025-08-28,101.96
2025-08-29,102.79
2025-09-01,102.79
2025-09-02,103.65
2025-09-03,103.43
2025-09-04,102.83
2025-09-05,102.43
